ANO,DS_CURSO,DS_INDUSTRIAL,CD_UF,VL_MATRICULAS,VL_CONCLUINTES,DS_SEXO
2013,Tecnologia de proteção ambiental,Sim,52,2071.0,320.0,Feminino
2017,Tecnologia de proteção ambiental,Sim,16,322.0,56.0,Feminino
2017,Enfermagem,Não,16,2062.0,175.0,Feminino
2020,Enfermagem,Não,32,4946.0,645.0,Feminino
2018,Física,Não,29,33.0,3.0,Feminino
2010,Serviço social,Não,27,3470.0,593.0,Feminino
2016,Turismo e hotelaria,Não,51,192.0,11.0,Feminino
2011,Formação de professores em áreas específicas (exceto Letras),Não,52,11362.0,2110.0,Feminino
2012,Formação de professores em áreas específicas (exceto Letras),Não,27,6059.0,425.0,Feminino
2015,Formação de professores em áreas específicas (exceto Letras),Não,53,4945.0,863.0,Feminino
2018,Programas interdisciplinares abrangendo artes e humanidades,Não,29,1557.0,240.0,Feminino
2012,Eletrônica e automação,Sim,29,240.0,14.0,Feminino
2013,Eletrônica e automação,Sim,15,175.0,26.0,Feminino
2016,Eletrônica e automação,Sim,43,535.0,31.0,Feminino
2010,Formação de professores de letras,Não,52,5003.0,995.0,Feminino
2010,Formação de professores de letras,Não,27,2454.0,402.0,Feminino
2014,Formação de professores de letras,Não,50,2115.0,348.0,Feminino
2012,Ciência da computação,Sim,17,64.0,4.0,Feminino
2016,Ciência da computação,Sim,24,82.0,15.0,Feminino
2019,Gestão comercial,Não,24,319.0,56.0,Feminino
2014,Gestão e desenvolvimento de sistemas de informação,Sim,11,178.0,28.0,Feminino
2019,Medicina e terapia tradicional e complementar,Não,50,11.0,0.0,Feminino
2014,Engenharia química e de processos,Sim,26,490.0,41.0,Feminino
2013,Marketing e propaganda,Não,33,8253.0,1130.0,Feminino
2012,Serviços de transporte,Não,43,40.0,7.0,Feminino
2014,Serviços de transporte,Não,16,1.0,0.0,Feminino
2012,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,35,1795.0,169.0,Feminino
2011,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,42,26.0,2.0,Feminino
2016,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,41,4.0,0.0,Feminino
2010,Proteção de pessoas e de propriedades,Não,13,33.0,17.0,Feminino
2013,Proteção de pessoas e de propriedades,Não,27,2.0,1.0,Feminino
2011,Letras,Não,35,6348.0,979.0,Feminino
2013,Letras,Não,33,1342.0,285.0,Feminino
2018,Letras,Não,24,1.0,0.0,Feminino
2019,Letras,Não,24,3.0,0.0,Feminino
2013,"Produção agrícola, agropecuária e zootecnia",Não,12,318.0,10.0,Feminino
2020,"Produção agrícola, agropecuária e zootecnia",Não,42,2003.0,180.0,Feminino
2015,Música e artes cênicas,Não,29,119.0,32.0,Feminino
2016,Música e artes cênicas,Não,25,86.0,13.0,Feminino
2014,Psicologia,Não,24,2473.0,225.0,Feminino
2019,"Programas interdisciplinares abrangendo negócios, administração e direito",Não,51,0.0,0.0,Feminino
2018,Formação de professores sem áreas específicas,Não,29,39470.0,6335.0,Feminino
2012,"Moda, design de interiores e desenho industrial",Sim,16,121.0,8.0,Feminino
2017,"Moda, design de interiores e desenho industrial",Sim,35,9807.0,2415.0,Feminino
2014,Processamento de alimentos,Sim,21,554.0,37.0,Feminino
2017,Processamento de alimentos,Sim,51,557.0,93.0,Feminino
2012,Veterinária,Não,50,819.0,125.0,Feminino
2012,Veterinária,Não,52,1313.0,144.0,Feminino
2018,Veterinária,Não,32,1171.0,142.0,Feminino
2018,Ciências sociais e políticas,Não,52,541.0,85.0,Feminino
2020,Soluções computacionais para domínios específicos,Sim,31,63.0,1.0,Feminino
2020,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",Não,33,45.0,0.0,Feminino
2019,Serviços de alimentação,Sim,31,1510.0,370.0,Feminino
2010,Produção e processos de fabricação,Sim,35,6531.0,585.0,Feminino
2011,Pesca,Não,24,151.0,15.0,Feminino
2016,Programas básicos,Não,23,43.0,0.0,Feminino
2014,Contabilidade e tributação,Não,11,3766.0,455.0,Feminino
2017,Esportes e lazer,Não,23,66.0,7.0,Feminino
2012,Silvicultura,Não,13,149.0,13.0,Feminino
2015,Ciência da informação e museologia,Não,29,534.0,63.0,Feminino
2013,Arquitetura e planejamento urbano,Sim,27,833.0,62.0,Feminino
2016,Arquitetura e planejamento urbano,Sim,31,11550.0,1256.0,Feminino
2016,Arquitetura e planejamento urbano,Sim,32,2412.0,226.0,Feminino
2015,Filosofia e ética,Não,52,38.0,4.0,Feminino
2017,Filosofia e ética,Não,16,0.0,0.0,Feminino
2020,Infraestrutura e gestão de TIC,Sim,NA,9.0,1.0,Feminino
2010,Farmácia,Não,28,347.0,71.0,Feminino
2012,Farmácia,Não,22,708.0,25.0,Feminino
2016,Farmácia,Não,31,8764.0,1325.0,Feminino
2016,Farmácia,Não,11,1219.0,150.0,Feminino
2017,Saúde e segurança no trabalho,Sim,53,96.0,20.0,Feminino
2020,Comunicação e reportagem,Não,41,1255.0,228.0,Feminino
2016,Gestão e administração,Não,26,17507.0,3253.0,Masculino
2012,Economia,Não,51,425.0,41.0,Masculino
2011,"Finanças, bancos e seguros",Não,11,26.0,1.0,Masculino
2020,Religião e teologia,Não,42,970.0,85.0,Masculino
2010,Engenharia civil e construção,Sim,NA,0.0,0.0,Masculino
2010,Serviços de beleza,Não,41,31.0,6.0,Masculino
2013,Serviços de beleza,Não,26,11.0,4.0,Masculino
2013,Serviços de beleza,Não,21,0.0,0.0,Masculino
2016,Serviços de beleza,Não,43,56.0,13.0,Masculino
2020,Serviços de beleza,Não,26,50.0,3.0,Masculino
2014,Saúde pública e saúde coletiva,Não,14,12.0,0.0,Masculino
2010,Estatística,Não,11,21.0,0.0,Masculino
2011,Materiais,Sim,31,326.0,8.0,Masculino
2017,Materiais,Sim,32,7.0,3.0,Masculino
2017,"Produção audiovisual, de mídia e cultural",Não,29,365.0,48.0,Masculino
2018,"Produção audiovisual, de mídia e cultural",Não,21,10.0,0.0,Masculino
2010,Tecnologia de proteção ambiental,Sim,53,574.0,113.0,Masculino
2013,Tecnologia de proteção ambiental,Sim,51,1561.0,255.0,Masculino
2014,Tecnologia de proteção ambiental,Sim,23,1422.0,88.0,Masculino
2015,Tecnologia de proteção ambiental,Sim,50,1005.0,173.0,Masculino
2013,História e arqueologia,Não,12,59.0,6.0,Masculino
2019,História e arqueologia,Não,11,32.0,8.0,Masculino
2012,Odontologia,Não,43,1270.0,197.0,Masculino
2011,Enfermagem,Não,15,998.0,138.0,Masculino
2012,Enfermagem,Não,42,534.0,108.0,Masculino
2016,Enfermagem,Não,61,0.0,0.0,Masculino
2013,Física,Não,43,365.0,30.0,Masculino
2014,Serviço social,Não,50,270.0,35.0,Masculino
2017,Serviço social,Não,52,296.0,49.0,Masculino
2016,Ciências da terra,Sim,42,285.0,19.0,Masculino
2019,Ciências da terra,Sim,15,665.0,109.0,Masculino
2019,Ciências da terra,Sim,27,94.0,8.0,Masculino
2020,Ciências da terra,Sim,43,591.0,61.0,Masculino
2017,Formação de professores em áreas específicas (exceto Letras),Não,23,18965.0,1863.0,Masculino
2015,"Promoção, prevenção, terapia e reabilitação",Não,NA,0.0,0.0,Masculino
2019,"Promoção, prevenção, terapia e reabilitação",Não,28,2830.0,418.0,Masculino
2018,Eletrônica e automação,Sim,28,458.0,66.0,Masculino
2013,Matemática,Não,52,73.0,11.0,Masculino
2012,Formação de professores de letras,Não,61,0.0,0.0,Masculino
2019,Formação de professores de letras,Não,21,1706.0,134.0,Masculino
2017,Ciência da computação,Sim,31,5263.0,558.0,Masculino
2010,Gestão comercial,Não,29,541.0,90.0,Masculino
2014,Gestão comercial,Não,24,487.0,128.0,Masculino
2015,Gestão comercial,Não,53,379.0,101.0,Masculino
2019,Gestão comercial,Não,26,965.0,173.0,Masculino
2014,Gestão e desenvolvimento de sistemas de informação,Sim,28,992.0,52.0,Masculino
2018,Gestão e desenvolvimento de sistemas de informação,Sim,52,4124.0,437.0,Masculino
2019,Gestão e desenvolvimento de sistemas de informação,Sim,14,402.0,42.0,Masculino
2020,Gestão e desenvolvimento de sistemas de informação,Sim,12,749.0,85.0,Masculino
2014,Engenharia química e de processos,Sim,31,2653.0,218.0,Masculino
2012,Marketing e propaganda,Não,52,1456.0,205.0,Masculino
2014,Serviços de transporte,Não,12,1.0,0.0,Masculino
2016,Serviços de transporte,Não,42,168.0,38.0,Masculino
2019,Bioquímica e biotecnologia,Sim,43,146.0,29.0,Masculino
2019,Bioquímica e biotecnologia,Sim,29,191.0,13.0,Masculino
2015,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,41,87.0,3.0,Masculino
2010,Desenvolvimento de sistemas que integram software e hardware,Sim,29,303.0,0.0,Masculino
2010,Desenvolvimento de sistemas que integram software e hardware,Sim,13,159.0,0.0,Masculino
2020,Desenvolvimento de sistemas que integram software e hardware,Sim,24,1.0,1.0,Masculino
2018,Proteção de pessoas e de propriedades,Não,25,205.0,22.0,Masculino
2015,Letras,Não,26,32.0,1.0,Masculino
2015,Música e artes cênicas,Não,41,515.0,89.0,Masculino
2020,Música e artes cênicas,Não,NA,0.0,0.0,Masculino
2011,Psicologia,Não,23,945.0,64.0,Masculino
2011,Psicologia,Não,11,300.0,56.0,Masculino
2020,Psicologia,Não,16,222.0,33.0,Masculino
2014,Formação de professores sem áreas específicas,Não,42,1118.0,135.0,Masculino
2014,Formação de professores sem áreas específicas,Não,33,2967.0,457.0,Masculino
2012,"Moda, design de interiores e desenho industrial",Sim,24,121.0,19.0,Masculino
2018,"Moda, design de interiores e desenho industrial",Sim,16,77.0,10.0,Masculino
2020,Eletricidade e energia,Sim,41,8165.0,883.0,Masculino
2017,Processamento de alimentos,Sim,21,351.0,37.0,Masculino
2011,Horticultura,Não,50,7.0,0.0,Masculino
2013,Ciências sociais e políticas,Não,35,5779.0,831.0,Masculino
2018,Ciências sociais e políticas,Não,41,1215.0,155.0,Masculino
2011,Serviços de alimentação,Sim,43,208.0,22.0,Masculino
2016,Serviços de alimentação,Sim,25,179.0,26.0,Masculino
2013,Produção e processos de fabricação,Sim,32,2170.0,152.0,Masculino
2015,Produção e processos de fabricação,Sim,53,545.0,28.0,Masculino
2012,Pesca,Não,26,271.0,25.0,Masculino
2012,Pesca,Não,43,47.0,9.0,Masculino
2017,Contabilidade e tributação,Não,22,3606.0,509.0,Masculino
2018,Contabilidade e tributação,Não,11,2916.0,449.0,Masculino
2020,"Programas interdisciplinares abrangendo engenharia, produção e construção",Não,35,63.0,0.0,Masculino
2020,Esportes e lazer,Não,42,5.0,1.0,Masculino
2017,Silvicultura,Não,11,266.0,36.0,Masculino
2018,Silvicultura,Não,53,193.0,17.0,Masculino
2016,Ciência da informação e museologia,Não,27,73.0,12.0,Masculino
2016,Artesanato,Não,41,76.0,4.0,Masculino
2018,Arquitetura e planejamento urbano,Sim,27,655.0,43.0,Masculino
2019,Arquitetura e planejamento urbano,Sim,NA,0.0,0.0,Masculino
2013,Filosofia e ética,Não,27,1.0,0.0,Masculino
2014,Tecnologia de diagnóstico e tratamento médico,Não,23,635.0,29.0,Masculino
2015,Tecnologia de diagnóstico e tratamento médico,Não,17,55.0,9.0,Masculino
2013,Infraestrutura e gestão de TIC,Sim,11,160.0,25.0,Masculino
2011,Farmácia,Não,25,600.0,71.0,Masculino
2015,Comunicação e reportagem,Não,11,94.0,11.0,Masculino
2013,Direito,Não,33,29520.0,3182.0,Masculino
2014,Direito,Não,16,2352.0,212.0,Masculino
2018,Direito,Não,11,4089.0,586.0,Masculino
2013,Biologia,Não,50,103.0,12.0,Masculino
2017,Biologia,Não,23,298.0,45.0,Masculino
2014,Economia,Não,28,265.0,6.0,Masculino
2015,Economia,Não,12,104.0,5.0,Masculino
2010,"Finanças, bancos e seguros",Não,12,53.0,7.0,Masculino
2010,"Finanças, bancos e seguros",Não,51,319.0,82.0,Masculino
2011,Produção de software,Sim,24,50.0,0.0,Masculino
2020,Produção de software,Sim,35,4279.0,875.0,Masculino
2012,Religião e teologia,Não,43,508.0,108.0,Masculino
2016,Religião e teologia,Não,41,3169.0,479.0,Masculino
2018,Religião e teologia,Não,50,232.0,25.0,Masculino
2019,Medicina,Não,53,1403.0,201.0,Masculino
2020,Medicina,Não,12,490.0,74.0,Masculino
2019,Serviços de beleza,Não,50,25.0,1.0,Masculino
2015,Saúde pública e saúde coletiva,Não,35,49.0,7.0,Masculino
2017,Estatística,Não,52,79.0,3.0,Masculino
2013,Tecnologia de proteção ambiental,Sim,43,3442.0,406.0,Masculino
2013,Tecnologia de proteção ambiental,Sim,12,510.0,133.0,Masculino
2018,Tecnologia de proteção ambiental,Sim,35,7142.0,1402.0,Masculino
2016,História e arqueologia,Não,25,2.0,2.0,Masculino
2019,História e arqueologia,Não,32,68.0,12.0,Masculino
2013,Odontologia,Não,51,299.0,32.0,Masculino
2016,Odontologia,Não,12,315.0,23.0,Masculino
2011,Física,Não,29,57.0,8.0,Masculino
2018,Assistência a idosos e a deficientes,Não,50,0.0,0.0,Masculino
2019,Serviço social,Não,15,1092.0,118.0,Masculino
2019,Turismo e hotelaria,Não,41,393.0,59.0,Masculino
2015,Ciências da terra,Sim,53,274.0,43.0,Masculino
2020,Ciências da terra,Sim,35,701.0,92.0,Masculino
2018,Formação de professores em áreas específicas (exceto Letras),Não,52,9086.0,1202.0,Masculino
2018,"Promoção, prevenção, terapia e reabilitação",Não,23,7301.0,710.0,Masculino
2016,"Têxteis (vestuário, calçados e couro)",Sim,42,92.0,24.0,Masculino
2016,Eletrônica e automação,Sim,22,4.0,0.0,Masculino
2018,Matemática,Não,22,58.0,6.0,Masculino
2012,Formação de professores de letras,Não,16,402.0,61.0,Masculino
2014,Formação de professores de letras,Não,43,1780.0,156.0,Masculino
2016,Formação de professores de letras,Não,24,1116.0,181.0,Masculino
2018,Formação de professores de letras,Não,15,2891.0,383.0,Masculino
2015,Ciência da computação,Sim,14,189.0,5.0,Masculino
2017,Ciência da computação,Sim,35,16718.0,2001.0,Masculino
2013,Engenharia química e de processos,Sim,13,256.0,6.0,Masculino
2013,Engenharia química e de processos,Sim,15,230.0,8.0,Masculino
2016,Marketing e propaganda,Não,32,848.0,112.0,Masculino
2016,Serviços de transporte,Não,43,396.0,85.0,Masculino
2017,Bioquímica e biotecnologia,Sim,41,173.0,37.0,Masculino
2017,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,33,509.0,32.0,Masculino
2018,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,29,1801.0,156.0,Masculino
2019,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,43,152.0,7.0,Masculino
2020,Ciência da educação,Não,24,5.0,1.0,Masculino
2011,Desenvolvimento de sistemas que integram software e hardware,Sim,31,1036.0,59.0,Masculino
2010,Letras,Não,15,36.0,2.0,Masculino
2012,Letras,Não,53,225.0,17.0,Masculino
2018,Letras,Não,27,1.0,0.0,Masculino
2010,"Produção agrícola, agropecuária e zootecnia",Não,31,7470.0,1304.0,Masculino
2019,Música e artes cênicas,Não,50,22.0,10.0,Masculino
2013,Psicologia,Não,21,426.0,32.0,Masculino
2017,Psicologia,Não,32,847.0,83.0,Masculino
2010,"Moda, design de interiores e desenho industrial",Sim,21,185.0,13.0,Masculino
2019,"Moda, design de interiores e desenho industrial",Sim,26,814.0,133.0,Masculino
2020,"Moda, design de interiores e desenho industrial",Sim,17,20.0,2.0,Masculino
2013,Eletricidade e energia,Sim,28,556.0,20.0,Masculino
2014,Eletricidade e energia,Sim,22,735.0,10.0,Masculino
2013,Processamento de alimentos,Sim,28,76.0,2.0,Masculino
2017,Veterinária,Não,42,1381.0,137.0,Masculino
2018,Veterinária,Não,13,492.0,52.0,Masculino
2013,Belas artes,Não,32,75.0,7.0,Masculino
2016,Ciências sociais e políticas,Não,15,231.0,20.0,Masculino
2013,Serviços de alimentação,Sim,28,152.0,30.0,Masculino
2013,Serviços de alimentação,Sim,26,495.0,77.0,Masculino
2013,Serviços de alimentação,Sim,50,11.0,2.0,Masculino
2020,Serviços de alimentação,Sim,27,168.0,30.0,Masculino
2018,Produção e processos de fabricação,Sim,17,268.0,56.0,Masculino
2012,Programas básicos,Não,23,175.0,0.0,Masculino
2019,Programas básicos,Não,33,1049.0,0.0,Masculino
2010,Contabilidade e tributação,Não,41,8205.0,1265.0,Masculino
2012,Contabilidade e tributação,Não,13,2208.0,249.0,Masculino
2020,Contabilidade e tributação,Não,42,7038.0,1030.0,Masculino
2017,"Programas interdisciplinares abrangendo engenharia, produção e construção",Não,35,46.0,0.0,Masculino
2018,Esportes e lazer,Não,51,1.0,0.0,Masculino
2011,Silvicultura,Não,29,376.0,43.0,Masculino
2015,Silvicultura,Não,52,222.0,35.0,Masculino
2020,Silvicultura,Não,11,137.0,21.0,Masculino
2020,Ciência da informação e museologia,Não,27,97.0,10.0,Masculino
2012,Tecnologia de diagnóstico e tratamento médico,Não,32,75.0,11.0,Masculino
2020,Tecnologia de diagnóstico e tratamento médico,Não,35,9619.0,1458.0,Masculino
2010,Infraestrutura e gestão de TIC,Sim,42,1332.0,209.0,Masculino
2012,Infraestrutura e gestão de TIC,Sim,17,235.0,19.0,Masculino
2016,Infraestrutura e gestão de TIC,Sim,24,478.0,95.0,Masculino
2020,Infraestrutura e gestão de TIC,Sim,51,622.0,70.0,Masculino
2020,Programas interdisciplinares abrangendo saúde e bem-estar,Não,NA,0.0,0.0,Masculino
2010,Farmácia,Não,52,1928.0,295.0,Masculino
2011,Farmácia,Não,42,715.0,137.0,Masculino
2017,Farmácia,Não,32,654.0,52.0,Masculino
2010,Ciências ambientais,Não,41,13.0,1.0,Masculino
2012,Ciências ambientais,Não,33,110.0,0.0,Masculino
2015,Ciências ambientais,Não,41,0.0,0.0,Masculino
2015,Comunicação e reportagem,Não,13,691.0,108.0,Masculino
2013,Direito,Não,33,36272.0,3785.0,Feminino
2014,Direito,Não,16,2518.0,270.0,Feminino
2018,Direito,Não,11,4518.0,695.0,Feminino
2013,Biologia,Não,50,257.0,27.0,Feminino
2017,Biologia,Não,23,674.0,116.0,Feminino
2014,Economia,Não,28,225.0,10.0,Feminino
2015,Economia,Não,12,71.0,7.0,Feminino
2010,"Finanças, bancos e seguros",Não,12,39.0,11.0,Feminino
2010,"Finanças, bancos e seguros",Não,51,537.0,150.0,Feminino
2011,Produção de software,Sim,24,9.0,0.0,Feminino
2020,Produção de software,Sim,35,638.0,103.0,Feminino
2012,Religião e teologia,Não,43,129.0,31.0,Feminino
2016,Religião e teologia,Não,41,1039.0,198.0,Feminino
2018,Religião e teologia,Não,50,122.0,18.0,Feminino
2019,Medicina,Não,53,2016.0,243.0,Feminino
2020,Medicina,Não,12,543.0,58.0,Feminino
2019,Serviços de beleza,Não,50,1754.0,281.0,Feminino
2015,Saúde pública e saúde coletiva,Não,35,82.0,8.0,Feminino
2017,Estatística,Não,52,36.0,3.0,Feminino
2013,Tecnologia de proteção ambiental,Sim,43,3662.0,451.0,Feminino
2013,Tecnologia de proteção ambiental,Sim,12,434.0,136.0,Feminino
2018,Tecnologia de proteção ambiental,Sim,35,6240.0,1309.0,Feminino
2016,História e arqueologia,Não,25,1.0,1.0,Feminino
2019,História e arqueologia,Não,32,47.0,12.0,Feminino
2013,Odontologia,Não,51,878.0,102.0,Feminino
2016,Odontologia,Não,12,608.0,28.0,Feminino
2011,Física,Não,29,20.0,1.0,Feminino
2018,Assistência a idosos e a deficientes,Não,50,1.0,0.0,Feminino
2019,Serviço social,Não,15,9794.0,1370.0,Feminino
2019,Turismo e hotelaria,Não,41,687.0,122.0,Feminino
2015,Ciências da terra,Sim,53,179.0,13.0,Feminino
2020,Ciências da terra,Sim,35,530.0,62.0,Feminino
2018,Formação de professores em áreas específicas (exceto Letras),Não,52,9299.0,1428.0,Feminino
2018,"Promoção, prevenção, terapia e reabilitação",Não,23,14067.0,2271.0,Feminino
2016,"Têxteis (vestuário, calçados e couro)",Sim,42,100.0,16.0,Feminino
2016,Eletrônica e automação,Sim,22,0.0,0.0,Feminino
2018,Matemática,Não,22,24.0,3.0,Feminino
2012,Formação de professores de letras,Não,16,1301.0,186.0,Feminino
2014,Formação de professores de letras,Não,43,6954.0,865.0,Feminino
2016,Formação de professores de letras,Não,24,2375.0,497.0,Feminino
2018,Formação de professores de letras,Não,15,7073.0,1197.0,Feminino
2015,Ciência da computação,Sim,14,40.0,1.0,Feminino
2017,Ciência da computação,Sim,35,2210.0,328.0,Feminino
2013,Engenharia química e de processos,Sim,13,283.0,20.0,Feminino
2013,Engenharia química e de processos,Sim,15,150.0,5.0,Feminino
2016,Marketing e propaganda,Não,32,864.0,148.0,Feminino
2016,Serviços de transporte,Não,43,32.0,5.0,Feminino
2017,Bioquímica e biotecnologia,Sim,41,323.0,63.0,Feminino
2017,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,33,293.0,18.0,Feminino
2018,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,29,982.0,120.0,Feminino
2019,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,43,35.0,2.0,Feminino
2020,Ciência da educação,Não,24,15.0,0.0,Feminino
2011,Desenvolvimento de sistemas que integram software e hardware,Sim,31,214.0,10.0,Feminino
2010,Letras,Não,15,62.0,7.0,Feminino
2012,Letras,Não,53,555.0,69.0,Feminino
2018,Letras,Não,27,2.0,0.0,Feminino
2010,"Produção agrícola, agropecuária e zootecnia",Não,31,3216.0,459.0,Feminino
2019,Música e artes cênicas,Não,50,16.0,9.0,Feminino
2013,Psicologia,Não,21,1786.0,101.0,Feminino
2017,Psicologia,Não,32,3339.0,392.0,Feminino
2010,"Moda, design de interiores e desenho industrial",Sim,21,289.0,51.0,Feminino
2019,"Moda, design de interiores e desenho industrial",Sim,26,1659.0,344.0,Feminino
2020,"Moda, design de interiores e desenho industrial",Sim,17,136.0,20.0,Feminino
2013,Eletricidade e energia,Sim,28,54.0,1.0,Feminino
2014,Eletricidade e energia,Sim,22,107.0,1.0,Feminino
2013,Processamento de alimentos,Sim,28,252.0,22.0,Feminino
2017,Veterinária,Não,42,3012.0,318.0,Feminino
2018,Veterinária,Não,13,1096.0,116.0,Feminino
2013,Belas artes,Não,32,269.0,20.0,Feminino
2016,Ciências sociais e políticas,Não,15,253.0,44.0,Feminino
2013,Serviços de alimentação,Sim,28,252.0,49.0,Feminino
2013,Serviços de alimentação,Sim,26,968.0,192.0,Feminino
2013,Serviços de alimentação,Sim,50,29.0,0.0,Feminino
2020,Serviços de alimentação,Sim,27,312.0,76.0,Feminino
2018,Produção e processos de fabricação,Sim,17,165.0,51.0,Feminino
2012,Programas básicos,Não,23,105.0,0.0,Feminino
2019,Programas básicos,Não,33,1128.0,0.0,Feminino
2010,Contabilidade e tributação,Não,41,9269.0,1494.0,Feminino
2012,Contabilidade e tributação,Não,13,3330.0,459.0,Feminino
2020,Contabilidade e tributação,Não,42,12164.0,1838.0,Feminino
2017,"Programas interdisciplinares abrangendo engenharia, produção e construção",Não,35,22.0,0.0,Feminino
2018,Esportes e lazer,Não,51,0.0,0.0,Feminino
2011,Silvicultura,Não,29,221.0,17.0,Feminino
2015,Silvicultura,Não,52,228.0,27.0,Feminino
2020,Silvicultura,Não,11,176.0,22.0,Feminino
2020,Ciência da informação e museologia,Não,27,141.0,20.0,Feminino
2012,Tecnologia de diagnóstico e tratamento médico,Não,32,275.0,31.0,Feminino
2020,Tecnologia de diagnóstico e tratamento médico,Não,35,31457.0,4158.0,Feminino
2010,Infraestrutura e gestão de TIC,Sim,42,181.0,20.0,Feminino
2012,Infraestrutura e gestão de TIC,Sim,17,46.0,2.0,Feminino
2016,Infraestrutura e gestão de TIC,Sim,24,56.0,8.0,Feminino
2020,Infraestrutura e gestão de TIC,Sim,51,112.0,3.0,Feminino
2020,Programas interdisciplinares abrangendo saúde e bem-estar,Não,NA,0.0,0.0,Feminino
2010,Farmácia,Não,52,3758.0,531.0,Feminino
2011,Farmácia,Não,42,2521.0,413.0,Feminino
2017,Farmácia,Não,32,1518.0,148.0,Feminino
2010,Ciências ambientais,Não,41,11.0,1.0,Feminino
2012,Ciências ambientais,Não,33,139.0,0.0,Feminino
2015,Ciências ambientais,Não,41,0.0,0.0,Feminino
2015,Comunicação e reportagem,Não,13,1043.0,183.0,Feminino
2013,Direito,Não,25,8221.0,1030.0,Feminino
2019,Direito,Não,17,5219.0,905.0,Feminino
2015,Biologia,Não,23,614.0,55.0,Feminino
2020,Biologia,Não,52,529.0,88.0,Feminino
2016,"Finanças, bancos e seguros",Não,50,141.0,26.0,Feminino
2018,"Finanças, bancos e seguros",Não,27,88.0,16.0,Feminino
2018,"Finanças, bancos e seguros",Não,52,451.0,90.0,Feminino
2016,Secretariado e trabalhos de escritório,Não,51,304.0,33.0,Feminino
2015,Religião e teologia,Não,13,135.0,33.0,Feminino
2017,Religião e teologia,Não,NA,7.0,0.0,Feminino
2010,Medicina,Não,32,1643.0,170.0,Feminino
2013,Medicina,Não,27,467.0,75.0,Feminino
2015,Serviços de beleza,Não,17,694.0,98.0,Feminino
2018,Serviços de beleza,Não,23,1199.0,161.0,Feminino
2019,Serviços de beleza,Não,15,1273.0,230.0,Feminino
2014,Engenharia mecânica e metalurgia,Sim,22,51.0,1.0,Feminino
2015,Engenharia mecânica e metalurgia,Sim,22,62.0,3.0,Feminino
2016,Engenharia mecânica e metalurgia,Sim,27,49.0,0.0,Feminino
2013,Estatística,Não,13,88.0,2.0,Feminino
2015,Estatística,Não,33,667.0,82.0,Feminino
2010,Materiais,Sim,25,191.0,12.0,Feminino
2018,"Produção audiovisual, de mídia e cultural",Não,32,169.0,34.0,Feminino
2013,Tecnologia de proteção ambiental,Sim,41,2862.0,410.0,Feminino
2018,Tecnologia de proteção ambiental,Sim,31,5039.0,1102.0,Feminino
2011,História e arqueologia,Não,12,131.0,3.0,Feminino
2012,História e arqueologia,Não,11,40.0,0.0,Feminino
2015,Odontologia,Não,35,16086.0,2294.0,Feminino
2013,Enfermagem,Não,15,4045.0,526.0,Feminino
2016,Enfermagem,Não,16,2075.0,140.0,Feminino
2015,Física,Não,41,98.0,6.0,Feminino
2018,Física,Não,31,223.0,21.0,Feminino
2018,Serviço social,Não,14,940.0,163.0,Feminino
2011,Ciências da terra,Sim,43,576.0,57.0,Feminino
2014,Programas interdisciplinares abrangendo artes e humanidades,Não,31,872.0,120.0,Feminino
2016,Programas interdisciplinares abrangendo artes e humanidades,Não,35,204.0,59.0,Feminino
2010,"Promoção, prevenção, terapia e reabilitação",Não,52,5234.0,782.0,Feminino
2017,"Promoção, prevenção, terapia e reabilitação",Não,31,28387.0,3778.0,Feminino
2017,"Promoção, prevenção, terapia e reabilitação",Não,50,3987.0,581.0,Feminino
2018,Matemática,Não,13,38.0,0.0,Feminino
2016,Gestão comercial,Não,31,1409.0,382.0,Feminino
2018,Gestão comercial,Não,24,302.0,85.0,Feminino
2016,Gestão e desenvolvimento de sistemas de informação,Sim,21,210.0,16.0,Feminino
2011,Engenharia química e de processos,Sim,52,21.0,0.0,Feminino
2012,Engenharia química e de processos,Sim,17,142.0,0.0,Feminino
2014,Engenharia química e de processos,Sim,42,1351.0,139.0,Feminino
2011,Marketing e propaganda,Não,17,157.0,36.0,Feminino
2016,Química,Sim,21,194.0,21.0,Feminino
2014,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,13,13.0,0.0,Feminino
2011,Ciência da educação,Não,35,62.0,34.0,Feminino
2015,Ciência da educação,Não,12,180.0,42.0,Feminino
2012,Desenvolvimento de sistemas que integram software e hardware,Sim,41,27.0,3.0,Feminino
2010,Letras,Não,33,2700.0,279.0,Feminino
2018,Letras,Não,16,0.0,0.0,Feminino
