ano;id;razao;setor;dr;en02;ap02;av01;av01_other;ginastica;vacinacao;nutricao;gestao;pcmso;pcmat;ppra;encerrar;av03;av04;av05_1;av05_1_comment;av05_2;av05_2_comment;av06;av08;av09_1;av09_2;av09_3;av09_4;av09_5;av09_6;av09_7;av10;av13;av14
2022;221070;ARCO IRIS LED COMERCIAL LTDA;Indústria;RJ;Sim;De acordo;Outro;ANALISTA DE RECURSOS HUMANOS;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Reduziu;10;nada a declarar.;
2022;221132;ARTE REAL CONSTRUCAO E INCORPORACAO LTDA;Construção;RJ;Sim;De acordo;Outro;Gerente;Não;Sim;Não;Não;Não;Não;Não;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;Não se alterou;;;;;;10;nada a declarar;
2022;221943;AUTO LUBRIFICADORA TRIRRIENSE LTDA;Comércio;RJ;Sim;De acordo;Outro;Gerente Administrativo;Não;Não;Não;Não;Sim;Não;Não;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;
2022;221959;BARRETO MORAIS & DIAS CLINICA OFTALMOLOGICA LTDA;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221960;BARRETO MORAIS & DIAS CLINICA OFTALMOLOGICA LTDA;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221961;BARRETO MORAIS & DIAS CLINICA OFTALMOLOGICA LTDA;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221977;BARRETO MORAIS & DIAS CLINICA OFTALMOLOGICA LTDA;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221962;BENETTON COMERCIO DE OPTICA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221792;BIMAR - ASSADOS & FRITOS LTDA;Indústria;RJ;Sim;De acordo;Outro;Sócia;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;;;Não se alterou;5;;
2022;221734;BOULANGERIE BICYCLETTE BARRA COMERCIO DE PAES ARTESANAIS LTDA;Comércio;RJ;Sim;De acordo;Outro;GERENTE ADMINISTRATIVO E FINANCEIRO;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Aumentou;Sim, por causa da COVID 19;;;;;Não se alterou;;Aumentou;10;Informa que se o SESI poder realizar palestras na empresam seria interessante.;
2022;221694;BRUNO E CHAVES COMERCIO RECUPERAÇÃO E SERVIÇOS LTDA;Comércio;RJ;Sim;De acordo;Outro;SOCIO/GERENTE;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221976;CARDOSO COMERCIO DE ARTIGOS OPTICOS EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221924;CASA DE SAÚDE SÃO LUCAS S/A;Serviços;RJ;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Não;Não;Sim;Não;Média;Não se alterou;Sim;Finastica laboral;Sim;PCMSO - Vacinação;Não se alterou;;;;;;;;Aumentou;10;Atendimento e serviço de excelência, não teve como manter os demais programas devido a gerencia ter optado por outra empresa, mas o serviço realizado pelo SESI é bastante conceituado.;
2022;221799;CASA DO ALEMÃO INDÚSTRIA E COMÉRCIO DE LANCHES LTDA;Indústria;RJ;Sim;De acordo;Outro;TECNICO DE SEGURANÇA DO TRABALHO;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;10;;Sim
2022;221963;CENTRO DE OPTICA DE CAMPOS EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221964;CENTRO OTICO ITAPERUNA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;Sim
2022;221965;COMERCIO DE OTICA ABRIL EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221913;Delicias da Praça Lanches Ltda;Indústria;RJ;Não;De acordo;Outro;Proprietária;Não;Não;Não;Não;Não;Não;Não;Sim;Micro ou pequena;;;;;;;;;;;;;;;;;
2022;221439;Dox Brasil Indústria Comercio de Metais Ltda;Indústria;RJ;Sim;De acordo;Outro;analista de departamento pessoal;Não;Sim;Não;Não;Não;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;Não se alterou;;;;;;10;;
2022;221949;Ecológika Ambiental Transporte e Locação Ltda;Serviços;RJ;Sim;De acordo;Outro;Contas a pagar;Não;Não;Não;Não;Não;Não;Sim;Não;Média;Aumentou;Sim;Possui programas internos de qualidade, de saúde ocupacional, através do medico do trabalho.;Não;;Não sabe;;;;;;;;Não sabe;9;;
2022;221726;FILTREX INDUSTRIA E COMERCIO DE FILTROS LTDA;Indústria;RJ;Sim;De acordo;Outro;Contabilidade;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221915;FRINENSE ALIMENTOS LTDA;Indústria;RJ;Não;De acordo;Outro;Técnico em Segurança Sênior;Não;Não;Não;Não;Não;Não;Não;Sim;Média;;;;;;;;;;;;;;;;;
2022;221917;GIANNONE & CIA LTDA;Indústria;RJ;Não;De acordo;Outro;Administrativo;Não;Não;Não;Não;Não;Não;Não;Sim;Grande;;;;;;;;;;;;;;;;;
2022;221796;IMBAMAD ALIMENTOS LTDA;Indústria;RJ;Sim;De acordo;Outro;SÓCIO;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Não se alterou;8;;
2022;221610;INDUSTRIA LACTEOS MARIA LUIZA LTDA;Indústria;RJ;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Sim;TREINAMENTOS, DIÁLOGOS DE SEGURANÇA;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;A melhora se deve ao comprometimento dos empregados com as informações recebidas.;
2022;221905;INGRAX INDÚSTRIA E COMÉRCIO DE GRAXAS S/A;Indústria;RJ;Sim;De acordo;Outro;analista de recursos humanos;Não;Sim;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu muito;;;Reduziu;;;Não se alterou;;Não se alterou;9;;
2022;221631;IRMAS COSTA IND E COM DE CONF DE ROUPAS E LING LTDA;Indústria;RJ;Sim;De acordo;Outro;PROPRIETARIA;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;7;;
2022;221568;JJA HIDRÁULICOS E PNEUMÁTICOS LTDA;Indústria;RJ;Sim;De acordo;Outro;Gerente administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;8;Informa que tem uma situação recorrente... o SESI informa que tem que esperar 10 dias para emitir o PPP, porém a legislação informa um prazo menor.;
2022;221952;JOPY CONFECÇÕES LTDA;Indústria;RJ;Sim;De acordo;Outro;Secretaria;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221978;LABOR PRODUTOS OPTICOS LTDA.;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221979;LABOR PRODUTOS OPTICOS LTDA.;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;222427;Laut Facção de Roupas Ltda;Indústria;RJ;Sim;De acordo;Outro;tecnico de segurança do trabalho;Não;Não;Não;Não;Não;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;;;Não se alterou;10;;
2022;221628;LEXMAR INDUSTRIA E COMERCIO DE MALHAS LTDA;Indústria;RJ;Sim;De acordo;Gerente ou Diretor de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Aumentou;Não;;Não;;Reduziu;;;;;;Aumentou;;Não sabe;9;;
2022;221950;LOG TRANSPORTE E MANUTENCAO;Serviços;RJ;Sim;De acordo;Outro;Contas a pagar;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou pequena;Aumentou;Sim;Possui programas internos de qualidade, de saúde ocupacional, através do medico do trabalho.;Não;;Não sabe;;;;;;;;Não sabe;9;;
2022;222429;LRG INDUSTRIA E COMERCIO LTDA;Indústria;RJ;Sim;De acordo;Outro;assessor da diretoria;Não;Não;Não;Não;Sim;Não;Não;Não;Média;Aumentou;Sim;treinamento para melhor utilização do maquinario;Não;;Aumentou;Sim, por causa da COVID 19;;;;;Aumentou;;;9;comentario: o sesi local poderia oferecer um pouco mais de treinamento especifico para fabricas de refrigerante, operador de empilhadeira e manutenção da area eletrica industrial;
2022;221966;LUDOIS COMERCIO DE ARTIGOS DE OPTICA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221967;LUDOIS COMERCIO DE ARTIGOS DE OPTICA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221968;LUDOIS COMERCIO DE ARTIGOS DE OPTICA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;222430;MAIS PROJETO TOP LTDA;Serviços;RJ;Sim;De acordo;Outro;socio;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou muito;;Aumentou muito;10;;
2022;221698;MASSAS CARNEIRO LTDA;Indústria;RJ;Sim;De acordo;Outro;ADVOGADO;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Aumentou;;Não se alterou;10;;
2022;221941;MISTER FIX AUTOCENTER LTDA;Serviços;RJ;Sim;De acordo;Outro;GERENTE;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221458;NEXTEER IND. E COMERCIO DE SISTEMAS AUTOMOTIVOS LTDA;Indústria;RJ;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Sim;Não;Não;Não;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;Não se alterou;;;;;;10;A PARCERIA COM O SESI É MUITO BOA;
2022;221951;OFFSHORE TANKS COM E SERV EM UNIDADES DE CARGA LTDA;Serviços;RJ;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Sim;Não;Não;Não;Não;Não;Não;Média;Reduziu;Sim;CAMPANHAS DE PREVENÇÃO DE COVID;Não;;Reduziu;;;Reduziu;;;;;;10;AGRADECE PELO OTIMO SERVIÇO PRESTADO E PELA PRONTIDÃO NO ATENDIMENTO.;
2022;221797;OLD ASSESSORIA EMPRESARIAL LTDA.;Serviços;RJ;Sim;De acordo;Outro;Socio/proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221969;OSVALDO BUKOVSKI NETO COMERCIO DE OTICA;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221800;PÃO COM LETRAS PANIFICADORA LTDA;Indústria;RJ;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Sim;Não;Não;Não;Não;Não;Não;Grande;Aumentou muito;Não;;Não;;Reduziu;;;Não se alterou;;;;;;10;;
2022;221914;PETRÓTICA LABORATÓRIO E EQUIPAMENTOS LTDA - EPP;Indústria;RJ;Sim;De acordo;Outro;supervisora de recursos humanos;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu muito;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;221935;PLUMATEX COLCHOES INDUSTRIAL LIMITADA;Indústria;RJ;Sim;De acordo;Outro;Auxiliar de recursos humanos;Não;Não;Não;Não;Não;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não sabe;;;;;;;;Não se alterou;10;;
2022;221970;PRODUOTICA COMERCIO DE OPTICA EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221938;PROLINE COM IMPORTACAO E EXPORTACAO E REPRESENTACAO LTD;Indústria;RJ;Sim;De acordo;Outro;DIRETOR;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221659;PROMOVE SERVICOS PROMOCIONAIS EIRELI;Serviços;RJ;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;Solicita agilidade nos agendamentos do exame;
2022;221953;QUIMINVEST INDUSTRIA E COMERCIO LTDA;Indústria;RJ;Sim;De acordo;Outro;Analista de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221992;Quimvale Quimica Industrial Vale do Paraiba LTDA;Indústria;RJ;Sim;De acordo;Outro;Analista de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Média;Aumentou;Não;;Não;;Reduziu;;;;;;Reduziu;;Não respondeu;10;O SESI está no topo, tudo que solicita é atendido de imediato, não tem crítica, só elogios.;
2022;221920;RECIPRESS EQUIPAMENTOS PARA RECICLAGEM LTDA;Indústria;RJ;Sim;De acordo;Outro;Administrativo;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;;;Não se alterou;8;;
2022;221906;RIBELLO SERRALHERIA LTDA ME;Indústria;RJ;Sim;De acordo;Outro;assistente de administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou muito;;Aumentou muito;10;;
2022;221923;Ricker Transporte e Logistica LTDA;Serviços;RJ;Sim;De acordo;Outro;ASS ADMINISTRATIVA;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;;;Não se alterou;10;;
2022;221971;S BUKOVSKI EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221972;S BUKOVSKI EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221973;S BUKOVSKI EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221974;S BUKOVSKI EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221975;S BUKOVSKI EIRELI;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221918;SAYLUJ INDUSTRIA E COMERCIO LTDA;Indústria;RJ;Sim;De acordo;Outro;Auxiliar de Departamento Pessoal;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;;;Aumentou;10;;
2022;221911;SERIP MÓVEIS & MODULADOS LTDA;Indústria;RJ;Sim;De acordo;Outro;Departamento Pessoal;Não;Não;Não;Não;Não;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;;;Aumentou;10;;Sim
2022;221794;SIG ENGENHARIA E CONSTRUCAO LTDA;Construção;RJ;Sim;De acordo;Outro;Analista do RH;Não;Sim;Não;Não;Não;Não;Não;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;Reduziu;;;;;;8;;
2022;221925;SIGNORE INDUSTRIA DE EQUIPAMENTOS - EIRELI;Indústria;RJ;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;Aumentou;;Aumentou;10;;
2022;221056;SORVETERIA KIVIA LTDA;Indústria;RJ;Sim;De acordo;Outro;PROPRIETÁRIO;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;Está satisfeito com o serviço.;
2022;221936;STAIRISE COMERCIO DE ROUPAS E ACESSORIOS LTDA;Comércio;RJ;Não;De acordo;Outro;Auxiliar de escritório;Não;Não;Não;Não;Não;Não;Não;Sim;Micro ou Micro ou pequena;;;;;;;;;;;;;;;;;
2022;221901;STEEL-SERVICOS TECNICOS ESPECIALIZADOS E ESPECIAIS- EIR;Serviços;RJ;Sim;De acordo;Outro;diretor;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou muito;;Aumentou muito;9;;
2022;221795;TECNOCELL INDUSTRIAL LTDA;Indústria;RJ;Sim;De acordo;Outro;COORDENADOR ADMINISTRATIVO;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu muito;Não;;Não;;Não se alterou;;;;;;Aumentou;;Não se alterou;10;;
2022;221955;Vending Systems Coffee Break Comercio de Bebidas LTDA;Comércio;RJ;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;221767;VMS SUPPLY SERVICE LTDA;Indústria;RJ;Sim;De acordo;Outro;COORDENADORA DE QUALIDADE;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;
2022;221980;W P Laboratorio Optico Eireli;Comércio;RJ;Sim;De acordo;Outro;Auxiliar de departamento pessoal;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;
2022;221531;ÁGUA MINERAL PARAÍSO LTDA - ME;Indústria;RN;Sim;De acordo;Outro;Auxiliar administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;Aumentou;;Aumentou;10;;
2022;221387;ALEXANDRE DE VASCONCELLOS BAPTISTA - EPP;Construção;RN;Sim;De acordo;Outro;Proprietário;Não;Não;Não;Não;Sim;Sim;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;Melhorou;Não se alterou;10;Nada a declarar.;
2022;222500;ALUMES ESQUADRIAS DE ALUMÍNIO LTDA;Indústria;RN;Sim;De acordo;Outro;Auxiliar Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;222458;ASPERBRAS TUBOS E CONEXOES LTDA;Indústria;RN;Sim;De acordo;Outro;tecnico em segurança do trabalho;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Aumentou;Não;;Não;;Aumentou;Sim, por causa da COVID 19;;;;;Aumentou;;Aumentou;10;;
2022;222446;BARBOSA & FARIAS LTDA - ME;Indústria;RN;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu muito;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;221323;CAMPEL CONSTRUCOES E MAQUINAS PESADAS LTDA;Indústria;RN;Sim;De acordo;Outro;Analista do RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;221861;CANÃA FABRICAÇÃO E COMERCIO DE ESQUADRIAS LTDA;Indústria;RN;Sim;De acordo;Outro;GERENTE COMERCIAL;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu;Não;;Não;;Reduziu;;;;;;Não se alterou;;Não se alterou;8;MUITA BUROCRACIA PARA RECEBER INFORMAÇÕES DO SESI.;
2022;221295;CAULIM CAIÇARA LTDA - EPP;Indústria;RN;Sim;De acordo;Outro;Auxiliar Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Sim;médicos contratados para palestras sobre a sáude;Não;;Reduziu muito;;;;;;Aumentou;;Não se alterou;10;;
2022;221229;CERAMICA ITASSU LTDA;Indústria;RN;Sim;De acordo;Outro;proprietario;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu muito;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;Não tem o que destacar.;
2022;222489;CERÂMICA UNIÃO LTDA ME;Indústria;RN;Sim;De acordo;Outro;PROPRIETARIO;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2022;221357;COMERCIAL DE LATICÍNIOS DE NATAL - LTDA;Indústria;RN;Sim;De acordo;Outro;TECNICO DE SEGURANÇA DE TRABALHO;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;;5;O PROCESSO DO SESI É MUITO BUROCRATICO, DEMORA NA ENTREGA DOS EXAMES...;Sim
2022;221390;Companhia Energética do Rio Grande do Norte - MOSSORÓ;Indústria;RN;Sim;De acordo;Outro;Técnica de enfermagem do trabalho;Não;Sim;Não;Não;Não;Não;Não;Não;Grande;Não se alterou;Sim;Palestras, acompanhamento médico, ações, benefícios, tudo voltado para absenteísmo.;Sim;Não informou;Não se alterou;;;Não se alterou;;;;;;9;Nada a declarar.;
2022;221880;Companhia Potiguar de Gás;Indústria;RN;Sim;De acordo;Outro;Gerente de QSMS;Não;Sim;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não sabe;;;Não sabe;;;Não se alterou;;;10;;
2022;221554;CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DO RIO GRANDE DO NORTE - CREA/RN;Serviços;RN;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Aumentou muito;Sim, por causa da COVID 19;;;;;Não se alterou;;Não se alterou;9;;
2022;221769;CRISTOVAM GURGEL DA FROTA FILHO;Indústria;RN;Sim;De acordo;Outro;ASSISTENTE DE VENDAS;Não;Não;Não;Não;Sim;Não;Não;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;
2022;222527;D S Moto Peças LTDA;Comércio;RN;Sim;De acordo;Outro;Sócia/proprietária;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;7;;
2022;222474;DIMOVEIS INDUSTRIA DE MOVEIS PROJETADOS LTDA;Indústria;RN;Sim;De acordo;Outro;ASSISTENTE ADMINISTRATIVO;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
2022;222442;DISTRIBUIDORA QUINTILIANO & CIA LTDA - ME;Comércio;RN;Sim;De acordo;Outro;Diretora Administrativa;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;
